goal_id,user_id,goal_type,goal_priority,goal_horizon,target_amount,start_date,target_date,associated_jar,current_saved,completion_percent
1350,488,saving,Low,long,6882000000,2025-07-01,2026-07-26,LTSS,2525831554,36.7
1351,488,saving,Low,long,8171900000,2025-07-01,2029-01-11,DREAM,1366363498,16.72
1352,489,saving,Low,long,7280420000,2025-07-01,2029-01-11,EMERGENCY,4312414050,59.23
1353,489,saving,High,long,5444775000,2025-07-01,2028-04-16,DREAM,3000623199,55.11
1354,490,saving,High,long,7680000000,2025-07-01,2028-08-14,LTSS,3291676705,42.86
1355,490,saving,Medium,long,6458400000,2025-07-01,2026-09-24,EMERGENCY,1442089563,22.33
1356,490,spending,Medium,short,5000000,2025-07-01,2025-07-31,FAMILY,1169299,23.39
1357,491,saving,High,long,4696560000,2025-07-01,2029-09-08,FFA,2452048193,52.21
1358,491,saving,Medium,long,4678560000,2025-07-01,2026-07-26,LTSS,96369857,2.06
1359,491,spending,Low,short,2000000,2025-07-01,2025-07-31,EDU,924739,46.24
1360,492,saving,Medium,long,1863360000,2025-07-01,2026-11-23,DREAM,919596971,49.35
1361,492,saving,Low,long,5565100000,2025-07-01,2029-12-07,LTSS,1723962083,30.98
1362,492,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,209189,5.23
1363,493,saving,Low,short,30030000,2025-07-01,2025-12-28,DREAM,7699366,25.64
1364,493,saving,Low,long,5339250000,2025-07-01,2028-05-16,EMERGENCY,1857150866,34.78
1365,493,spending,Low,short,4000000,2025-07-01,2025-07-31,EDU,162431,4.06
1366,494,saving,Low,long,4146120000,2025-07-01,2029-06-10,EMERGENCY,491989433,11.87
1367,494,saving,Medium,long,4736000000,2025-07-01,2028-09-13,FFA,2606481479,55.04
1368,494,spending,Medium,short,2000000,2025-07-01,2025-07-31,PLAY,580132,29.01
1369,495,saving,Medium,long,5012735000,2025-07-01,2027-01-22,LTSS,2805776444,55.97
1370,495,saving,Low,long,5330000000,2025-07-01,2027-05-22,FFA,1222706661,22.94
1371,495,spending,High,short,4000000,2025-07-01,2025-07-31,FAMILY,823210,20.58
1372,496,saving,High,long,4184640000,2025-07-01,2026-11-23,FFA,888001059,21.22
1373,496,saving,High,short,30250000,2025-07-01,2025-12-28,EMERGENCY,10306380,34.07
1374,496,spending,Low,short,1000000,2025-07-01,2025-07-31,NEC,499849,49.98
1375,497,saving,Medium,long,8567040000,2025-07-01,2028-09-13,DREAM,4874455769,56.9
1376,497,saving,Medium,long,9167040000,2025-07-01,2029-10-08,FFA,4025765161,43.92
1377,497,spending,Low,short,3000000,2025-07-01,2025-07-31,GIVE,23511,0.78
1378,498,saving,Medium,short,56760000,2025-07-01,2026-05-27,EMERGENCY,31987567,56.36
1379,498,saving,Medium,short,60720000,2025-07-01,2026-01-27,DREAM,29970064,49.36
1380,498,spending,High,short,3000000,2025-07-01,2025-07-31,HEALTH,1741468,58.05
1381,499,saving,Low,long,4433520000,2025-07-01,2027-02-21,DREAM,654890560,14.77
1382,499,saving,High,long,7778945000,2025-07-01,2029-04-11,LTSS,2454943010,31.56
1383,500,saving,Medium,long,3673559999,2025-07-01,2026-07-26,LTSS,2004898482,54.58
1384,500,saving,High,short,41800000,2025-07-01,2025-07-31,DREAM,3309585,7.92
1385,500,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,1347041,33.68
1386,501,saving,Medium,long,183960000,2025-07-01,2026-08-25,DREAM,19468191,10.58
1387,501,saving,Low,long,4209030000,2025-07-01,2029-03-12,LTSS,2001525885,47.55
1388,501,spending,Low,short,3000000,2025-07-01,2025-07-31,PLAY,1458016,48.6
1389,502,saving,High,long,3672200000,2025-07-01,2027-09-19,EMERGENCY,846343228,23.05
1390,502,saving,High,short,55440000,2025-07-01,2026-04-27,LTSS,30365377,54.77
1391,503,saving,High,long,4561015000,2025-07-01,2029-03-12,EMERGENCY,12182119,0.27
1392,503,saving,Medium,long,8058960000,2025-07-01,2027-08-20,FFA,1235069934,15.33
1393,503,spending,Low,short,1000000,2025-07-01,2025-07-31,EDU,506998,50.7
1394,504,saving,Medium,long,3098040000,2025-07-01,2026-10-24,EMERGENCY,1293177854,41.74
1395,504,saving,High,long,5516000000,2025-07-01,2030-06-05,FFA,37900558,0.69
1396,504,spending,Medium,short,5000000,2025-07-01,2025-07-31,FAMILY,1987043,39.74
1397,505,saving,Medium,long,1339910000,2025-07-01,2027-05-22,EMERGENCY,702018123,52.39
1398,505,saving,High,short,6600000,2025-07-01,2025-12-28,DREAM,264261,4.0
1399,505,spending,High,short,5000000,2025-07-01,2025-07-31,GIVE,2369924,47.4
1400,506,saving,Low,long,5765760000,2025-07-01,2028-09-13,FFA,51770674,0.9
1401,506,saving,Medium,long,6561000000,2025-07-01,2028-02-16,EMERGENCY,189282445,2.88
1402,507,saving,Low,long,1949640000,2025-07-01,2026-09-24,FFA,520175162,26.68
1403,507,saving,Low,long,6818349999,2025-07-01,2027-06-21,LTSS,1173470387,17.21
1404,507,spending,High,short,1000000,2025-07-01,2025-07-31,FAMILY,384297,38.43
1405,508,saving,Medium,long,3012750000,2025-07-01,2027-05-22,EMERGENCY,1291989380,42.88
1406,508,saving,Low,long,3069500000,2025-07-01,2027-08-20,DREAM,454954839,14.82
1407,508,spending,Medium,short,1000000,2025-07-01,2025-07-31,HEALTH,296250,29.62
1408,509,saving,Low,short,15015000,2025-07-01,2026-01-27,EMERGENCY,1069,0.01
1409,509,saving,Medium,long,4316130000,2025-07-01,2027-04-22,DREAM,457009230,10.59
1410,509,spending,Medium,short,3000000,2025-07-01,2025-07-31,HEALTH,1788626,59.62
1411,510,saving,High,short,5500000,2025-07-01,2025-11-28,EMERGENCY,3161676,57.49
1412,510,saving,Medium,long,1456875000,2025-07-01,2028-03-17,FFA,797233300,54.72
1413,511,saving,High,long,799595000,2025-07-01,2029-01-11,LTSS,218461402,27.32
1414,511,saving,Low,long,2689750000,2025-07-01,2027-09-19,EMERGENCY,1442863616,53.64
1415,511,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,1141639,28.54
1416,512,saving,High,short,37125000,2025-07-01,2026-03-28,FFA,12862891,34.65
1417,512,saving,Low,long,4208400000,2025-07-01,2027-08-20,LTSS,1743184249,41.42
1418,512,spending,Low,short,1000000,2025-07-01,2025-07-31,FAMILY,491528,49.15
1419,513,saving,High,long,1150500000,2025-07-01,2028-05-16,DREAM,496629138,43.17
1420,513,saving,Medium,long,4885920000,2025-07-01,2027-04-22,FFA,402927123,8.25
1421,513,spending,Low,short,4000000,2025-07-01,2025-07-31,FAMILY,1640545,41.01
1422,514,saving,High,long,3157200000,2025-07-01,2029-09-08,EMERGENCY,987555488,31.28
1423,514,saving,Medium,long,2567280000,2025-07-01,2029-12-07,FFA,448690696,17.48
1424,514,spending,High,short,3000000,2025-07-01,2025-07-31,EDU,615626,20.52
1425,515,saving,Medium,long,1192320000,2025-07-01,2026-08-25,DREAM,160902096,13.49
1426,515,saving,Medium,long,6164400000,2025-07-01,2026-10-24,FFA,3106244635,50.39
1427,515,spending,Medium,short,2000000,2025-07-01,2025-07-31,NEC,495684,24.78
1428,516,saving,Medium,long,5342400000,2025-07-01,2030-06-05,FFA,2249506642,42.11
1429,516,saving,Low,long,5400630000,2025-07-01,2029-10-08,EMERGENCY,2821278666,52.24
1430,516,spending,High,short,2000000,2025-07-01,2025-07-31,EDU,600082,30.0
1431,517,saving,Low,short,14520000,2025-07-01,2026-03-28,FFA,2978854,20.52
1432,517,saving,High,long,3341800000,2025-07-01,2027-06-21,DREAM,710611364,21.26
1433,517,spending,High,short,4000000,2025-07-01,2025-07-31,NEC,2321567,58.04
1434,518,saving,Low,long,9540720000,2025-07-01,2029-10-08,LTSS,5161053041,54.1
1435,518,saving,Medium,long,4774250000,2025-07-01,2027-04-22,FFA,2700878424,56.57
1436,518,spending,Low,short,4000000,2025-07-01,2025-07-31,NEC,1372284,34.31
1437,519,saving,High,long,5085675000,2025-07-01,2028-01-17,LTSS,162945694,3.2
1438,519,saving,Low,long,4016039999,2025-07-01,2027-09-19,EMERGENCY,463307997,11.54
1439,520,saving,High,long,1669920000,2025-07-01,2027-11-18,DREAM,650007802,38.92
1440,520,saving,Low,long,1332660000,2025-07-01,2030-02-05,FFA,768981648,57.7
1441,521,saving,Medium,long,2320200000,2025-07-01,2029-10-08,LTSS,33113863,1.43
1442,521,saving,Medium,long,2864160000,2025-07-01,2029-04-11,EMERGENCY,1612296462,56.29
1443,521,spending,Low,short,5000000,2025-07-01,2025-07-31,NEC,1258462,25.17
1444,522,saving,Low,long,3691700000,2025-07-01,2030-01-06,LTSS,42923221,1.16
1445,522,saving,Low,long,9480000000,2025-07-01,2028-06-15,FFA,1227907164,12.95
1446,523,saving,Medium,long,2453440000,2025-07-01,2028-11-12,EMERGENCY,98167904,4.0
1447,523,saving,Medium,long,7043200000,2025-07-01,2028-09-13,DREAM,1896037437,26.92
1448,523,spending,Medium,short,1000000,2025-07-01,2025-07-31,EDU,477234,47.72
1449,524,saving,Medium,long,4729560000,2025-07-01,2026-09-24,EMERGENCY,2231832308,47.19
1450,524,saving,Medium,long,11121750000,2025-07-01,2029-08-09,DREAM,1555025523,13.98
1451,525,saving,Low,long,5058240000,2025-07-01,2028-10-13,DREAM,213478587,4.22
1452,525,saving,High,short,19800000,2025-07-01,2025-11-28,FFA,10375296,52.4
1453,525,spending,High,short,1000000,2025-07-01,2025-07-31,GIVE,352581,35.26
1454,526,saving,Medium,long,2746890000,2025-07-01,2029-10-08,EMERGENCY,1101612956,40.1
1455,526,saving,High,long,5272960000,2025-07-01,2027-07-21,DREAM,2457333546,46.6
1456,526,spending,Medium,short,4000000,2025-07-01,2025-07-31,GIVE,988768,24.72
1457,527,saving,Low,short,38280000,2025-07-01,2026-04-27,LTSS,14961959,39.09
1458,527,saving,Low,long,1218000000,2025-07-01,2028-10-13,FFA,477060318,39.17
1459,527,spending,Medium,short,2000000,2025-07-01,2025-07-31,HEALTH,698241,34.91
1460,528,saving,Low,long,1824480000,2025-07-01,2026-10-24,LTSS,415807490,22.79
1461,528,saving,Medium,short,12100000,2025-07-01,2025-07-31,DREAM,4113055,33.99
1462,529,saving,High,short,60719999,2025-07-01,2026-06-26,EMERGENCY,9131021,15.04
1463,529,saving,High,long,6546600000,2025-07-01,2029-09-08,FFA,2068864908,31.6
1464,530,saving,Medium,long,983125000,2025-07-01,2027-05-22,LTSS,285662133,29.06
1465,530,saving,Low,long,9966240000,2025-07-01,2029-07-10,EMERGENCY,3853417397,38.66
1466,530,spending,Medium,short,3000000,2025-07-01,2025-07-31,FAMILY,442752,14.76
1467,531,saving,Low,long,6601980000,2025-07-01,2027-08-20,LTSS,3916061646,59.32
1468,531,saving,Low,long,2509000000,2025-07-01,2027-04-22,EMERGENCY,843985272,33.64
1469,531,spending,Medium,short,5000000,2025-07-01,2025-07-31,GIVE,542724,10.85
1470,532,saving,Low,long,6887119999,2025-07-01,2030-02-05,LTSS,221327145,3.21
1471,532,saving,Medium,long,3558720000,2025-07-01,2028-09-13,FFA,1639727363,46.08
1472,532,spending,Medium,short,3000000,2025-07-01,2025-07-31,FAMILY,1452195,48.41
1473,533,saving,Low,long,4747680000,2025-07-01,2028-09-13,DREAM,1354945930,28.54
1474,533,saving,Low,long,3303600000,2025-07-01,2026-07-26,FFA,347960246,10.53
1475,533,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,1624753,40.62
1476,534,saving,High,long,1425600000,2025-07-01,2028-11-12,DREAM,312610687,21.93
1477,534,saving,Medium,long,5530500000,2025-07-01,2029-11-07,EMERGENCY,2399197524,43.38
1478,534,spending,High,short,4000000,2025-07-01,2025-07-31,HEALTH,1661156,41.53
1479,535,saving,Medium,long,11034250000,2025-07-01,2030-02-05,DREAM,3368889425,30.53
1480,535,saving,Medium,long,6392619999,2025-07-01,2027-05-22,EMERGENCY,1463719375,22.9
1481,535,spending,Low,short,1000000,2025-07-01,2025-07-31,PLAY,13928,1.39
1482,536,saving,High,long,5280000000,2025-07-01,2028-06-15,FFA,171460412,3.25
1483,536,saving,High,long,1494400000,2025-07-01,2028-08-14,DREAM,768484580,51.42
1484,536,spending,Low,short,3000000,2025-07-01,2025-07-31,NEC,267220,8.91
1485,537,saving,Low,long,4510800000,2025-07-01,2028-01-17,EMERGENCY,2661433887,59.0
1486,537,saving,Low,long,2948400000,2025-07-01,2026-09-24,LTSS,621452471,21.08
1487,537,spending,High,short,1000000,2025-07-01,2025-07-31,HEALTH,120664,12.07
1488,538,saving,High,long,579150000,2025-07-01,2028-04-16,LTSS,323569886,55.87
1489,538,saving,High,long,5100000000,2025-07-01,2028-04-16,FFA,2244234289,44.0
1490,539,saving,High,long,1430520000,2025-07-01,2027-02-21,LTSS,627924430,43.89
1491,539,saving,High,long,7857570000,2025-07-01,2029-04-11,FFA,835005742,10.63
1492,539,spending,Low,short,5000000,2025-07-01,2025-07-31,NEC,973906,19.48
1493,540,saving,High,long,3921900000,2025-07-01,2029-05-11,DREAM,99143813,2.53
1494,540,saving,Medium,long,3943809999,2025-07-01,2027-05-22,EMERGENCY,93780390,2.38
1495,540,spending,Low,short,4000000,2025-07-01,2025-07-31,EDU,783239,19.58
1496,541,saving,Medium,long,2153250000,2025-07-01,2028-02-16,FFA,880150285,40.88
1497,541,saving,High,short,46000000,2025-07-01,2025-09-29,DREAM,23031655,50.07
1498,541,spending,Medium,short,2000000,2025-07-01,2025-07-31,GIVE,99970,5.0
1499,542,saving,Medium,long,483600000,2025-07-01,2026-12-23,FFA,205888829,42.57
1500,542,saving,High,long,5822250000,2025-07-01,2027-11-18,EMERGENCY,2160616581,37.11
1501,543,saving,Medium,long,4523200000,2025-07-01,2028-09-13,DREAM,888766607,19.65
1502,543,saving,Low,long,4968000000,2025-07-01,2027-12-18,EMERGENCY,1582732686,31.86
1503,543,spending,Low,short,1000000,2025-07-01,2025-07-31,FAMILY,100414,10.04
1504,544,saving,High,long,7607520000,2025-07-01,2029-07-10,LTSS,4385204794,57.64
1505,544,saving,Low,long,641630000,2025-07-01,2030-01-06,FFA,126186305,19.67
1506,544,spending,Medium,short,5000000,2025-07-01,2025-07-31,HEALTH,1441217,28.82
1507,545,saving,High,long,2761440000,2025-07-01,2028-08-14,EMERGENCY,1593662765,57.71
1508,545,saving,High,long,935550000,2025-07-01,2028-04-16,DREAM,13008783,1.39
1509,545,spending,Low,short,4000000,2025-07-01,2025-07-31,EDU,1845919,46.15
1510,546,saving,Medium,short,13200000,2025-07-01,2025-10-29,FFA,1749705,13.26
1511,546,saving,Low,short,27500000,2025-07-01,2025-11-28,LTSS,1846982,6.72
1512,546,spending,High,short,4000000,2025-07-01,2025-07-31,PLAY,1200132,30.0
1513,547,saving,Low,long,8106240000,2025-07-01,2028-10-13,FFA,400667319,4.94
1514,547,saving,High,long,3737300000,2025-07-01,2030-05-06,DREAM,1543788816,41.31
1515,547,spending,Low,short,5000000,2025-07-01,2025-07-31,EDU,839665,16.79
1516,548,saving,Low,long,2921345000,2025-07-01,2030-04-06,LTSS,1298407281,44.45
1517,548,saving,Low,long,5794425000,2025-07-01,2027-02-21,FFA,1019512170,17.59
1518,548,spending,Medium,short,5000000,2025-07-01,2025-07-31,FAMILY,1216000,24.32
1519,549,saving,Low,long,5879055000,2025-07-01,2026-12-23,DREAM,1991605658,33.88
1520,549,saving,High,long,606000000,2025-07-01,2028-08-14,LTSS,35881874,5.92
1521,550,saving,High,long,6955200000,2025-07-01,2028-07-15,FFA,2020006055,29.04
1522,550,saving,Low,long,5374625000,2025-07-01,2030-05-06,EMERGENCY,2026428048,37.7
1523,551,saving,High,long,2025799999,2025-07-01,2027-09-19,FFA,1048420753,51.75
1524,551,saving,Low,short,63250000,2025-07-01,2025-12-28,EMERGENCY,21966406,34.73
1525,551,spending,Low,short,3000000,2025-07-01,2025-07-31,FAMILY,1495813,49.86
1526,552,saving,High,long,1747600000,2025-07-01,2028-12-12,LTSS,867445470,49.64
1527,552,saving,Low,short,41580000,2025-07-01,2026-02-26,FFA,1479991,3.56
1528,553,saving,Medium,long,2982240000,2025-07-01,2030-04-06,LTSS,850538845,28.52
1529,553,saving,High,long,1283260000,2025-07-01,2030-02-05,FFA,492351274,38.37
1530,554,saving,Medium,long,5886250000,2025-07-01,2029-05-11,EMERGENCY,133310425,2.26
1531,554,saving,Low,long,3235680000,2025-07-01,2026-09-24,FFA,732188204,22.63
1532,554,spending,Low,short,5000000,2025-07-01,2025-07-31,NEC,1668898,33.38
1533,555,saving,Medium,long,1998040000,2025-07-01,2030-02-05,FFA,433033991,21.67
1534,555,saving,High,short,50000000,2025-07-01,2025-07-31,DREAM,15091381,30.18
1535,555,spending,Low,short,1000000,2025-07-01,2025-07-31,PLAY,443095,44.31
1536,556,saving,Low,long,6979349999,2025-07-01,2028-02-16,EMERGENCY,3222670672,46.17
1537,556,saving,Low,long,3712500000,2025-07-01,2029-10-08,LTSS,794097035,21.39
1538,557,saving,High,long,5349600000,2025-07-01,2026-07-26,DREAM,913484164,17.08
1539,557,saving,Medium,short,25080000,2025-07-01,2026-02-26,EMERGENCY,1976095,7.88
1540,558,saving,High,long,4265119999,2025-07-01,2028-06-15,EMERGENCY,731026652,17.14
1541,558,saving,Low,long,6068480000,2025-07-01,2028-06-15,LTSS,3269963917,53.88
1542,558,spending,Medium,short,3000000,2025-07-01,2025-07-31,HEALTH,722727,24.09
1543,559,saving,Low,long,4943610000,2025-07-01,2030-02-05,LTSS,2458924536,49.74
1544,559,saving,High,short,36250000,2025-07-01,2025-11-28,EMERGENCY,9705059,26.77
1545,559,spending,Medium,short,5000000,2025-07-01,2025-07-31,PLAY,2470852,49.42
1546,560,saving,Medium,long,6398369999,2025-07-01,2029-10-08,DREAM,1126854625,17.61
1547,560,saving,Medium,long,7426800000,2025-07-01,2029-11-07,FFA,2324175523,31.29
1548,561,saving,High,long,9252000000,2025-07-01,2028-08-14,FFA,4857818588,52.51
1549,561,saving,Medium,long,5421840000,2025-07-01,2030-03-07,LTSS,1426184566,26.3
1550,561,spending,Medium,short,5000000,2025-07-01,2025-07-31,EDU,1226338,24.53
1551,562,saving,Medium,long,5123999999,2025-07-01,2027-10-19,DREAM,1030991644,20.12
1552,562,saving,Medium,long,7117440000,2025-07-01,2028-07-15,EMERGENCY,3851057840,54.11
1553,562,spending,Medium,short,2000000,2025-07-01,2025-07-31,HEALTH,420605,21.03
1554,563,saving,High,short,16170000,2025-07-01,2026-04-27,FFA,3833295,23.71
1555,563,saving,High,long,8956875000,2025-07-01,2028-04-16,EMERGENCY,1585370750,17.7
1556,563,spending,Low,short,1000000,2025-07-01,2025-07-31,FAMILY,224473,22.45
1557,564,saving,Medium,long,3121560000,2025-07-01,2027-03-23,DREAM,686552084,21.99
1558,564,saving,Medium,long,8762500000,2025-07-01,2030-06-05,LTSS,4178332227,47.68
1559,564,spending,Medium,short,2000000,2025-07-01,2025-07-31,HEALTH,719947,36.0
1560,565,saving,Low,short,22500000,2025-07-01,2025-07-31,FFA,13247525,58.88
1561,565,saving,Low,long,6490500000,2025-07-01,2027-12-18,LTSS,1234215976,19.02
1562,565,spending,Medium,short,1000000,2025-07-01,2025-07-31,PLAY,150236,15.02
1563,566,saving,Low,long,5272960000,2025-07-01,2028-09-13,FFA,480778468,9.12
1564,566,saving,Medium,short,64859999,2025-07-01,2026-06-26,DREAM,1443687,2.23
1565,566,spending,Low,short,1000000,2025-07-01,2025-07-31,EDU,70305,7.03
1566,567,saving,Medium,short,37500000,2025-07-01,2025-10-29,FFA,15128630,40.34
1567,567,saving,Low,short,40000000,2025-07-01,2025-07-31,LTSS,19308726,48.27
1568,567,spending,Medium,short,4000000,2025-07-01,2025-07-31,HEALTH,42562,1.06
1569,568,saving,Medium,long,1771919999,2025-07-01,2028-11-12,FFA,661291542,37.32
1570,568,saving,High,short,34800000,2025-07-01,2025-08-30,LTSS,11139367,32.01
1571,568,spending,High,short,1000000,2025-07-01,2025-07-31,EDU,277814,27.78
1572,569,saving,High,long,5650320000,2025-07-01,2027-03-23,DREAM,1340099512,23.72
1573,569,saving,Medium,short,44400000,2025-07-01,2026-06-26,EMERGENCY,9243839,20.82
1574,569,spending,Low,short,1000000,2025-07-01,2025-07-31,PLAY,244051,24.41
1575,570,saving,High,long,380160000,2025-07-01,2026-08-25,LTSS,61715888,16.23
1576,570,saving,High,long,5003650000,2025-07-01,2030-04-06,DREAM,999284216,19.97
1577,570,spending,Low,short,3000000,2025-07-01,2025-07-31,HEALTH,240571,8.02
1578,571,saving,Medium,long,2396485000,2025-07-01,2027-02-21,DREAM,1332776199,55.61
1579,571,saving,High,long,4966500000,2025-07-01,2028-05-16,LTSS,2031218794,40.9
1580,571,spending,Low,short,2000000,2025-07-01,2025-07-31,HEALTH,28098,1.4
1581,572,saving,High,long,280800000,2025-07-01,2029-06-10,FFA,72534276,25.83
1582,572,saving,Medium,long,2720325000,2025-07-01,2027-12-18,LTSS,905934323,33.3
1583,572,spending,Low,short,2000000,2025-07-01,2025-07-31,FAMILY,395265,19.76
1584,573,saving,Low,short,47520000,2025-07-01,2026-03-28,DREAM,21613957,45.48
1585,573,saving,Medium,short,57750000,2025-07-01,2026-01-27,FFA,16974716,29.39
1586,573,spending,Low,short,2000000,2025-07-01,2025-07-31,PLAY,588826,29.44
1587,574,saving,High,long,9035070000,2025-07-01,2030-04-06,LTSS,793311526,8.78
1588,574,saving,High,long,2966565000,2025-07-01,2030-03-07,EMERGENCY,808121465,27.24
1589,575,saving,High,long,2603700000,2025-07-01,2028-04-16,LTSS,545203534,20.94
1590,575,saving,Medium,long,5188625000,2025-07-01,2027-05-22,FFA,498417958,9.61
1591,575,spending,Low,short,1000000,2025-07-01,2025-07-31,EDU,428504,42.85
1592,576,saving,Medium,long,6352500000,2025-07-01,2028-05-16,EMERGENCY,2956896589,46.55
1593,576,saving,High,long,567000000,2025-07-01,2029-08-09,DREAM,160965548,28.39
1594,576,spending,Low,short,3000000,2025-07-01,2025-07-31,HEALTH,938477,31.28
1595,577,saving,Medium,long,4811400000,2025-07-01,2027-12-18,EMERGENCY,234412624,4.87
1596,577,saving,Medium,short,40950000,2025-07-01,2025-09-29,FFA,19806909,48.37
1597,577,spending,Medium,short,3000000,2025-07-01,2025-07-31,PLAY,761877,25.4
1598,578,saving,High,short,49200000,2025-07-01,2026-06-26,DREAM,15907977,32.33
1599,578,saving,Medium,short,28749999,2025-07-01,2025-09-29,LTSS,5771899,20.08
1600,578,spending,High,short,2000000,2025-07-01,2025-07-31,EDU,990345,49.52
1601,579,saving,Medium,long,3867840000,2025-07-01,2028-12-12,EMERGENCY,806409571,20.85
1602,579,saving,High,long,6498879999,2025-07-01,2028-08-14,DREAM,3338712568,51.37
1603,579,spending,Medium,short,2000000,2025-07-01,2025-07-31,EDU,340041,17.0
1604,580,saving,High,long,6308190000,2025-07-01,2029-02-10,DREAM,1292915345,20.5
1605,580,saving,High,long,5082770000,2025-07-01,2027-10-19,EMERGENCY,2850987523,56.09
1606,581,saving,Low,short,20625000,2025-07-01,2026-05-27,DREAM,5261865,25.51
1607,581,saving,Low,long,3865400000,2025-07-01,2027-07-21,LTSS,42861988,1.11
1608,581,spending,High,short,3000000,2025-07-01,2025-07-31,NEC,626063,20.87
1609,582,saving,Medium,long,1011654999,2025-07-01,2030-03-07,LTSS,259059245,25.61
1610,582,saving,High,long,6287969999,2025-07-01,2027-05-22,EMERGENCY,1194461013,19.0
1611,582,spending,Low,short,2000000,2025-07-01,2025-07-31,EDU,896303,44.82
1612,583,saving,Low,short,14520000,2025-07-01,2026-02-26,DREAM,3054888,21.04
1613,583,saving,High,short,50000000,2025-07-01,2025-09-29,LTSS,9041999,18.08
1614,583,spending,Medium,short,5000000,2025-07-01,2025-07-31,FAMILY,1738258,34.77
1615,584,saving,High,long,7911750000,2025-07-01,2028-05-16,DREAM,3044432741,38.48
1616,584,saving,High,long,1341795000,2025-07-01,2027-01-22,LTSS,429759765,32.03
1617,584,spending,High,short,3000000,2025-07-01,2025-07-31,EDU,100896,3.36
1618,585,saving,Low,long,2362500000,2025-07-01,2026-11-23,FFA,342846056,14.51
1619,585,saving,High,long,8024940000,2025-07-01,2029-09-08,DREAM,3381034292,42.13
1620,585,spending,Medium,short,1000000,2025-07-01,2025-07-31,HEALTH,110985,11.1
1621,586,saving,Low,long,4203360000,2025-07-01,2026-11-23,EMERGENCY,294589467,7.01
1622,586,saving,Medium,long,740520000,2025-07-01,2029-04-11,DREAM,267554369,36.13
1623,586,spending,Medium,short,2000000,2025-07-01,2025-07-31,NEC,1151690,57.58
1624,587,saving,Medium,long,2638999999,2025-07-01,2027-08-20,EMERGENCY,471583936,17.87
1625,587,saving,Low,short,23760000,2025-07-01,2026-02-26,FFA,1922310,8.09
1626,587,spending,Medium,short,3000000,2025-07-01,2025-07-31,PLAY,291896,9.73
1627,588,saving,Low,long,5935125000,2025-07-01,2030-03-07,EMERGENCY,2902222253,48.9
1628,588,saving,Medium,long,2208000000,2025-07-01,2028-10-13,FFA,602351567,27.28
1629,588,spending,Medium,short,3000000,2025-07-01,2025-07-31,GIVE,801438,26.71
1630,589,saving,Medium,short,32199999,2025-07-01,2025-10-29,LTSS,10353774,32.15
1631,589,saving,Medium,short,25410000,2025-07-01,2026-04-27,DREAM,13246699,52.13
1632,589,spending,High,short,3000000,2025-07-01,2025-07-31,FAMILY,922393,30.75
1633,590,saving,Medium,long,7271775000,2025-07-01,2029-12-07,LTSS,1815729395,24.97
1634,590,saving,High,long,3370185000,2025-07-01,2027-02-21,DREAM,1074049244,31.87
1635,590,spending,High,short,2000000,2025-07-01,2025-07-31,NEC,834341,41.72
1636,591,saving,Low,long,2507200000,2025-07-01,2028-08-14,DREAM,1335002725,53.25
1637,591,saving,Medium,long,4163565000,2025-07-01,2030-03-07,LTSS,1061641200,25.5
1638,592,saving,High,long,5818560000,2025-07-01,2026-10-24,DREAM,453919896,7.8
1639,592,saving,Low,long,4059000000,2025-07-01,2026-08-25,EMERGENCY,1461799641,36.01
1640,593,saving,High,long,5169600000,2025-07-01,2026-09-24,DREAM,2194573923,42.45
1641,593,saving,Medium,long,2842000000,2025-07-01,2028-10-13,EMERGENCY,453273538,15.95
1642,593,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,572537,14.31
1643,594,saving,Medium,short,17000000,2025-07-01,2025-07-31,DREAM,3951926,23.25
1644,594,saving,Medium,long,1380000000,2025-07-01,2028-03-17,LTSS,704072202,51.02
1645,594,spending,Medium,short,4000000,2025-07-01,2025-07-31,HEALTH,1285017,32.13
1646,595,saving,Low,long,6570755000,2025-07-01,2029-01-11,EMERGENCY,3241880862,49.34
1647,595,saving,Medium,long,1989000000,2025-07-01,2029-06-10,FFA,181635173,9.13
1648,595,spending,Low,short,2000000,2025-07-01,2025-07-31,HEALTH,938741,46.94
1649,596,saving,High,short,12375000,2025-07-01,2026-04-27,FFA,174964,1.41
1650,596,saving,High,long,1632600000,2025-07-01,2029-10-08,EMERGENCY,283718964,17.38
1651,597,saving,Low,long,2258400000,2025-07-01,2026-07-26,FFA,966182324,42.78
1652,597,saving,High,long,5528160000,2025-07-01,2026-10-24,LTSS,2402171477,43.45
1653,597,spending,Low,short,4000000,2025-07-01,2025-07-31,FAMILY,2131261,53.28
1654,598,saving,Low,long,7733000000,2025-07-01,2030-03-07,FFA,899647648,11.63
1655,598,saving,Medium,long,6373920000,2025-07-01,2028-09-13,LTSS,1455934855,22.84
1656,599,saving,Low,short,44275000,2025-07-01,2026-01-27,FFA,10503339,23.72
1657,599,saving,High,short,47355000,2025-07-01,2025-12-28,DREAM,23819027,50.3
1658,600,saving,Medium,long,1095150000,2025-07-01,2027-07-21,EMERGENCY,431527269,39.4
